case_id,base_id,variant,split,orientation,orientation_seed,mse,mse_nc,ratio,ratio_nc,correction_norm,error_correction_ip,correction_cosine,oracle_scale,oracle_scale_mse,p1_p2_cos,c1_c2_cos,c2_p2_cos,p2_norm,c2_norm,nested_rel,first_layer_relerr,p2_common_cos,p2_consensus_cos
1363462:1,1363462,1,development,6,1031,1.4935828471818315e-07,1.3346297523986517e-07,1.583509588839561,1.7017751686694917,0.004583407103460161,1.0367035822645683e-05,0.3671052878992594,0.4934892905061455,1.283052761887854e-07,0.617063029670905,0.8800019661685885,0.9016918156518513,0.0011879607033897068,0.01403451970420357,0.5584826750617747,0.011547470151230246,0.3200249718714446,0.6108777860254025
1363462:1,1363462,1,development,7,1033,1.1035537217072515e-07,9.446006269240719e-08,1.1699973010672067,1.204452312201162,0.0029518258453371947,9.212236201296272e-06,0.5065225776315087,1.057264384869074,1.1024376022056647e-07,0.3948056303553898,0.39124873165294716,0.685693660555469,0.0007026120162971134,0.006272099216574244,1.8461917890707589,0.011674697027933218,0.6014634681510732,0.8213130503743782
1363462:2,1363462,2,development,0,1005,1.01293696561922e-07,8.539838708360404e-08,0.7317525862433557,0.6969542001102035,0.002787139823155465,4.491845204359901e-06,0.3093194835346337,0.5782388513502074,9.589597235680099e-08,0.4445637262098721,0.8027015935854587,0.5975556986678282,0.0007496015691593413,0.009331900395429105,0.9697597448898481,0.01126409803809501,0.4007811326797644,0.4866834652185778
1363462:2,1363462,2,development,1,1007,1.0170118836492825e-07,8.580587888661027e-08,0.7346963348757349,0.7002798264283872,0.004038132465272639,8.708868960210105e-06,0.41392575176407526,0.5340730129835677,8.787326738083604e-08,0.7348435746755445,0.7565933804859434,0.6066779101453964,0.0007844752235115167,0.008913587174960118,0.745836102303607,0.012298600075777462,0.47151194923212064,0.5863335982145452
1363462:2,1363462,2,development,2,1011,1.0953718504367013e-07,9.364187556535215e-08,0.7913041103848303,0.7642310435860622,0.004665069151144512,1.0434039574266514e-05,0.4292750479544421,0.47944225580490035,8.650081587542613e-08,0.608928754372262,0.7172746638785881,0.6527505809861388,0.0008701673939722715,0.007966794490789542,1.0727606367144726,0.011649519344922194,0.4300491673740869,0.7367478445673972
1363462:2,1363462,2,development,3,1013,7.357562019470579e-08,5.768031071638782e-08,0.5315153083491463,0.4707411485194938,0.003168566181783911,9.175590606626626e-06,0.555792263294718,0.9139205921397402,7.32850278684094e-08,0.7806652798205915,0.9140407847233296,0.8134536533426431,0.0011304480851044188,0.012929109049923615,0.5563145088275024,0.012125406277463575,0.647165493810501,0.469159577103484
1363462:2,1363462,2,development,4,1019,1.327104955689444e-07,1.1681518609062643e-07,0.9587096892534398,0.9533533051720627,0.0024731295310101735,-3.553944268714041e-07,-0.027580682028606928,-0.05810545235662363,1.0596124211255665e-07,0.8684538876316736,0.9497262584826821,0.7792073458083179,0.0010065881526115136,0.012167896348996598,0.4232005948838021,0.011469674594898803,0.19970641367024783,0.46121022474540097
1363462:2,1363462,2,development,5,1021,1.4158103738946996e-07,1.2568572791115199e-07,1.0227910895662558,1.025747662843198,0.002174209964526803,-2.1854141335518917e-06,-0.19291834039813693,-0.4623073347588913,1.0209529434111704e-07,0.17526102407162936,0.684143990917011,0.8813430444549981,0.001336576445304692,0.013140898080968614,0.7474143900688891,0.011914460701105856,0.6796336130956036,0.6605690816493018
1363462:2,1363462,2,development,6,1031,1.1608193386290318e-07,1.001866243845852e-07,0.8385838231146278,0.8176441153547974,0.003197544153997912,3.827020941307897e-06,0.2297129822116696,0.3743068182789935,1.0044628243251811e-07,0.7191045011503655,0.9150896980124059,0.7800262554529103,0.0010486933896866407,0.009583097872397018,0.6775450731667405,0.012969633447305506,0.5443010866215914,0.7115190669417689
1363462:2,1363462,2,development,7,1033,1.0955187254662987e-07,9.365656306831189e-08,0.7914102139099364,0.7643509113871589,0.0027575490930616055,3.3527629817302353e-06,0.23335700989277286,0.44091649538081945,1.0026734308986446e-07,0.6602084787164644,0.7807871227698449,0.607780322175354,0.0008188972116464196,0.0077766151970209176,0.8566387706921343,0.011865348351092818,0.5664050785131919,0.7077545328679914
1650126294:0,1650126294,0,development,0,1005,2.0877926024204994e-07,2.0430571648854807e-07,0.9184424111444695,0.9168051701789074,0.00411324553428091,6.055498183947266e-06,0.21109104396474612,0.3579155840575597,1.8153258201293214e-07,0.44167939580755483,0.5510435371553571,0.7565101585685751,0.0009101342111240323,0.0074674997640493766,1.050014087094061,0.011071175534118642,0.50739767820632,0.8355045139284822
1650126294:0,1650126294,0,development,1,1007,3.1084392060167374e-07,3.0637037684817183e-07,1.3674358247845764,1.3748119744843674,0.008482989304925477,2.0512381019013875e-05,0.3467142725970423,0.2850481561234974,1.6715891319298923e-07,0.2606673570719607,0.46477216511470826,0.8855913169725727,0.0013017432703717965,0.015011674989420498,0.9560478416655045,0.012248976219159336,0.21488081813972457,0.5112823708016906
1650126294:0,1650126294,0,development,2,1011,2.0649669942445471e-07,2.0202315567095284e-07,0.9084011807154241,0.9065623654508448,0.0053606724398861435,1.2256676059836222e-05,0.32783702618398575,0.42651485961884844,1.6957829568563502e-07,0.6975789454776958,0.5538619178968478,0.7682567379551857,0.0009431579345202954,0.009954918535124343,0.9322662964139454,0.01161819062953505,0.4348374582928318,0.5784351677175236
