k,subset,split,selector,mean_within_case_reward_spearman,pooled_ratio,wins,median,p90,worst,oracle_identity_accuracy_full8,mean_regret_to_oracle8
2,"[2, 7]",calibration,p2_norm_low,-0.1111111111111111,1.0272912462031967,4,1.1184512150681147,1.847111623447885,2.4559916035736085,0.1111111111111111,0.5712337461321071
2,"[2, 7]",calibration,c2_norm_high,0.1111111111111111,1.1009141521663754,5,0.8275228027010639,2.587180712649321,3.1119371489521694,0.1111111111111111,0.7174907621674843
2,"[2, 7]",calibration,c2_norm_low,-0.1111111111111111,0.8967392828788059,4,1.0196561427143,1.215975949385187,1.4543047157256002,0.1111111111111111,0.3644271861255337
2,"[2, 7]",calibration,phase_combo,-0.1111111111111111,1.1055284932551823,5,0.8275228027010639,2.587180712649321,3.1119371489521694,0.0,0.7204304852999612
2,"[2, 7]",calibration,c17_p2_self_consistency,-0.1111111111111111,1.0778413840344945,3,1.14319384176693,1.847111623447885,2.4559916035736085,0.1111111111111111,0.6136134183558387
2,"[2, 7]",calibration,oracle_true_error_p2_direction,0.5555555555555555,0.9181384631045441,4,1.0196561427143,1.4163133269547887,2.4559916035736085,0.1111111111111111,0.45227098054777914
2,"[2, 7]",test,p2_consensus,-0.1111111111111111,1.199663181735927,2,1.2270648886274655,1.45436178123884,1.616501121372153,0.1111111111111111,0.5582622509937641
2,"[2, 7]",test,p2_common,-0.1111111111111111,1.2331102809568564,3,1.3030545373967488,1.754565220527162,2.306821617147198,0.1111111111111111,0.6501366730421473
2,"[2, 7]",test,first_layer,-0.1111111111111111,1.3912941102260117,1,1.3544112802836175,1.7833088490762843,1.8328216575919352,0.0,0.7521462607099035
2,"[2, 7]",test,p1_p2,-0.33333333333333326,1.459249242930769,1,1.286603954313031,1.878108840987337,2.306821617147198,0.1111111111111111,0.7855509210658373
